kościele Wniebowzięcia NMP,2
Tygodni Kultury,2
Łąkowej,2
kaplicy św.,2
Pleszewskiej Fabryce Aparatury Przemysłu Spożywczego Spomasz,2
klasztorze o.o.,2
Wybrzeżem,2
Fabryce Urządzeń Mechanicznych,2
Sztumie,2
Fabryce Łożysk Tocznych w,2
Fabryce Urządzeń Mechanicznych Ponar,2
Sejm,2
białostockich,2
Dom Ojczysty”,2
Zygmuntem Kozickim,2
parafii Najświętszego Zbawiciela w,2
Śląsku Cieszyńskim,2
Rogatce,2
Filologii Rosyjskiej,2
Ziemi Chełmskiej,2
Teatrze Popularnym,2
Elektrowni Pomorzany w,2
Komitety Założycielskie „S”,2
parafii Świętego Krzyża w,2
Górach Świętokrzyskich,2
Ratusza,2
Dolnośląskich Zakładach Graficznych w,2
1 Maja,2
Orawy,2
Wszechnicy Górnośląskiej,2
Krynickiej,2
Atlantyda,2
antysowieckich,2
Ziemi Sieradzkiej,2
Bibliotece Kórnickiej,2
Chełmińskiej,2
Fabryce Maszyn Żniwnych w Płocku,2
Ziemi Gostynińskiej,2
Zamiejscowej,2
Kleczkowskiej,2
Pomorza Zachodniego”,2
Nowy Świat,2
„Biuletyn Informacyjny Niezależny Samorządny Związek Zawodowy «Solidarność»,2
„Zagłębie Miedziowe,2
„Biuletyn Pism Związkowych”,2
Bydgoski,2
kościele p.w.,2
Katolickie,2
Drabiniance,2
Prezydium,2
Fundację,2
„Biuletyn Związkowy”,2
Starym Rynku,2
Szpitalna,2
Grobu Nieznanego Żołnierza,2
Czerniakowskiej,2
Huty,2
Nelly Biesiekierska,2
ulicy Wrocławskiej,2
Krotoszynie,2
Domu Katolickim,2
Wrocławskiej,2
Mazowiecka,2
Grunwaldzkiej,2
Dworcowej,2
Śródmiejskiej,2
Świętojańską,2
Tykocińskiej,2
kościoła Najświętszego Serca Pana,2
Rondomański,2
Okopowej,2
Domu Katechetycznego,2
Rodzeństwa,2
Brackiej,2
Domu Katechetycznym,2
NZwiązek Artystów Scen,2
Krzeptówki,2
Lipową,2
Europie Środkowej,2
Krakowskie Przedmieście,2
Mikołowskiej,2
Fabryce Domów,2
Huty Aluminium,2
Bielska-Białej,2
Zagłębiu Dąbrowskim,2
Kopalnia Węgla Kamiennego Manifest Lipcowy Międzyzakładowy Komitet Strajkowy,2
Marca,2
Odlewni Żeliwa,2
Huty Szkła,2
kościele farnym,2
Ziemi Sandomierskiej,2
Ziemi Radomskiej,2
Świętokrzyski,2
Kotliny Jeleniogórskiej,2
Ziemi Nyskiej,2
Nysy,2
Kopalnia Węgla Brunatnego Bełchatów,2
Siarkopol,2
Grobu Pańskiego,2
Góra Kalwaria,2
Katedrze Szczecińskiej,1
tatrzańskiej,1
kościele Świętych Apostołów Piotra,1
kina Kosmos,1
Gdańskim Towarzystwie Naukowym,1
Klinice Psychiatrii Dorosłych –,1
Bramie Portowej,1
Ogrodzie Botanicznym,1
Zakładzie Budowlano-Remontowym Państwowe Gospodarstwo Rolne w,1
Wema,1
Odeon,1
Golęcinie,1
Zakładzie Stolarskim U Skrzypca w,1
Bacówek,1
Zygmuntem Halickim,1
Monte Cassino,1
Suwalskiej Fabryce Mebli,1
Tytanowej,1
Listopadowej,1
Cape Coral,1
Bodo,1
Szpitala Wolskiego,1
Święta Niepodległości,1
kościele gimnazjalnym.,1
Donbasie,1
Krzyża Oficerskiego Orderu Odrodzenia Polski,1
parafii Opieki NMP,1
Zakładach Metalowych Łucznik,1
Archiwum Głównym Akt Dawnych,1
Targowej,1
Fabryce Cukierniczej Kopernik SA,1
Cmentarzu Czerniakowskim,1
Prezydencie Bielska-Białej,1
Bełżyc,1
Wojewódzkiej Przychodni Matki i Dziecka w,1
Przychodni Obwodowej Poznań-Stare Miasto,1
Przychodni Obwodowej Poznań-Nowe Miasto,1
Gabinecie Lekarsko-Pielęgniarskim,1
ul Koszykowej,1
Katedrze Nauk Politycznych,1
Świata,1
Krzyżem Wielkim Orderu Zasługi RFN,1
Krzyżem Komandorskim Orderu Legii Honorowej,1
Parafii Matki Bożej Królowej,1
dominikańskim Duszpasterstwie Akademickim Beczka,1
Elwro,1
Smolnej,1
Opolskim Przedsiębiorstwie Budownictwa Przemysłowego nr 1,1
podkarpackiego,1
Śliskiej,1
Nysie,1
„Śląsku Opolskim”,1
Kopalnia Węgla Kamiennego Kleofas,1
Wyszkach,1
siedleckie,1
Głuszyckiej Przędzalni Czesankowej Argopol,1
Biennale Dysydentów,1
Podziałami,1
Ziemi Wschowskiej,1
kolejarskim,1
Wieży Więziennej-Katowni Muzeum Historii Miasta Gdańska,1
Katedrze Historii Państwa,1
Krzyża Wlkp,1
Kuźnią,1
Dom Samotnej Matki,1
Gliwickim Przedsiębiorstwie Robót Inżynieryjnych,1
Wojewódzkim Przedsiębiorstwie Geodezji Gospodarki Komunalnej w Katowicach,1
Państwowej Fabryce Wagonów we,1
Bielskim Przedsiębiorstwie Instalacji Sanitarnych,1
kościele NMP Gwiazdy Morza,1
urlopie macierzyńskim,1
Fabryce Wyrobów,1
parafii Świętego Ducha,1
„Ekspresie Wieczornym”,1
Antykwariat Cafe,1
kiosku RSW Prasa-Książka-Ruch,1
Katedrze Kultury,1
"Wojewódzkim Zarządzie Gminnych Spółdzielni,",1
ZR Śląska Opolskiego,1
Wojewódzkim Urzędzie Pracy,1
Freta,1
Tamka,1
Dworca Centralnego,1
Prostej,1
Ludwiką Wujec,1
Kongresie Kultury Polskiej w Krakowie,1
Białostockich Zakładach Podzespołów Telewizyjnych Unitra-Biazet,1
Zakładzie Wychowawczym,1
Łubiance,1
Cmentarza Orląt we,1
Krzyżem Wielkim Orderu Wojennego,1
Krzyżm Niepodległości,1
Kapituły Warmińskiej,1
Komendzie Śląskiego Hufca Ochotnicze Hufce Pracy,1
bazylice Matki,1
Kultury,1
''Pod wspólnym niebem,1
SFA Polmo-Autosan,1
Zarządzie Głównym SAkademia,1
Fabryce Maszyn Wiertniczych i Górniczych Glinik,1
Wojewódzkim Zrzeszeniu Ludowych Zespołów Sportowych,1
Środkowo-Wschodni ”,1
Domu Kolejarza w,1
Wszechnicy Robotniczej „S”,1
Ziemi Wileńskiej Świteź,1
Wileńszczyzna,1
Jaworniku Przedmieściu k.,1
Wojewódzkim Urzędzie Pocztowym w Gdańsku,1
Zaolziu,1
Opolskiej,1
Śląskiej,1
Wojewódzkim Przedsiębiorstwie Transportowym Handlu Wewnętrznego,1
Krakowskim Przedsiębiorstwie Przemysłu Gastronomicznego Oddział Restauracji tamże,1
Wojewódzkim Przedsiębiorstwie Przemysłu Gastronomicznego,1
Żywiecczyźnie,1
ITF,1
Kieleckim Przedsiębiorstwie Transportowo-Sprzętowym Budownictwa,1
„Politechniku”,1
Naukowej,1
World Health Organization,1
Katedrze Farmakologii Akademia Medyczna,1
Mostu Północnego,1
Kuala Lumpur,1
Dargaud Editeur,1
Górze Świętej Anny,1
eksperckich,1
Morski Port Handlowy,1
Kapituły Domu Gdańskiego,1
Szkoła Główna Handlowa w Warszawie,1
Prymasie Polski,1
Młodzieżowego Domu Kultury w Toruniu,1
Sejmik Tarnobrzeski,1
Dezamet SA,1
Texas,1
rynku legnickim,1
Czystej Dębinie-Kolonii k.,1
Antykwariat Książek Wydawnictwo,1
Pomnikiem Dzieci Głogowskich,1
Owsianej,1
Domu Rekolekcyjnego w Łabuniach,1
Kapituły Zamojskiej,1
kościele Krzyża Katyńskiego,1
Kalwarią Zamojską,1
Zamojskiej Rodziny Katyńskiej,1
Zamościu Domu Trzeciego Tysiąclecia im.,1
Hali Banacha,1
kontynuowanie studiów,1
Trójmiasto,1
parafii Najświętszego Zbawiciela tamże,1
Krakowskim Wydz,1
Wrocławskim Przedsiębiorstwie Pomiarów,1
Akademii Świętokrzyskiej,1
Dolnośląskiej Fabryce Maszyn Legmet,1
lubińskich,1
kościele jasełek,1
Sanktuarium Matki Bożej Bolesnej Pani,1
Ziemi Świętokrzyskiej,1
Craiova,1
Przymierza Prawicy,1
kościele Matki Bożej Łaskawej,1
kościele Trójcy Świętej,1
Fabryce Aparatury i Urządzeń Komunalnych Powogaz,1
Pomnika Ofiar Grudnia ’70,1
Polsze,1
Parku Kasprowicza,1
Lipińskim,1
Sanktuarium Matki Bożej Pocieszenia,1
Wojewódzkim Zespole Ludowym w Lublinie,1
Wojewódzkim Szpitalu Zespolonym w Rzeszowie,1
kościele Wniebowstąpienia NMP,1
Pomorskich Zakładach Drobiarskich Poldrob w Toruniu,1
Wojewódzkim Przedsiębiorstwie Drogowym w,1
Lubeki,1
Starogardzkich Zakładach Farmaceutycznych Polfa/,1
Bałtyckim Teatrze Dramatycznym,1
Teatrze Popularnym w,1
Wojewódzkiej Bibliotece Publicznej,1
Kolskiej,1
Osiedlu Dywizjonu 303,1
Czeczeńskiej Republiki Iczkeria,1
Donimirski Pałac Pugetów Business Center,1
Wojewódzkim Przedsiębiorstwie Energetyki Cieplnej w Szczecinie,1
Poltel,1
Piwnica Świdnicka,1
Górze Szybowcowej,1
Okęciu,1
Przychodni Neurologicznej,1
Elektrowni Ostrołęka,1
Zarządzie Morskich Portów Szczecin,1
parafii Matki Bożej Częstochowskiej we,1
Księżyc,1
Fabryce Maszyn i Sprzętu Wiertniczego Glinik,1
Fabryce Kontenerów Unikom,1
Michalineum,1
Antyk,1
Zarządzie Wojewódzkim,1
Werrle,1
Hodowli Zwierząt – Zootechnika,1
Prywatnym Zakładzie Kamieniarskim w,1
Kopalnia Węgla Kamiennego Thorez,1
Załogowej,1
Rzemieślniczym Domu Handlowym,1
Bibliotece Naukowej Pomorskiej Akademii Medycznej,1
Bibliotece Naukowej Wyższej Szkoły Pedagogicznej,1
Bibliotece Naukowej WZwiązek Artystów Scen Polskich,1
Szkoła Podstawowa,1
Honorowy Obywatel Miasta Kalisza,1
Zakładzie Produkcyjnym ZREMB,1
Łabą,1
Bogumiłą Gurbą,1
Ziemi Gorlickiej,1
kościoła oo,1
„Praworządności”,1
„Prawie i Bezprawiu”,1
Sybiru,1
kościele NMP Królowej,1
parafii NMP w,1
Zakładzie Energetycznym w,1
Katedrze Etnografii,1
Klinice Psychiatrycznej PSK,1
Zarządzie Portu,1
Wujek,1
Młodzieżowego Domu Kultury we Wrocławiu,1
dolnośląskiego,1
Roztoczu,1
Pałacu Kultury i Nauki,1
Diecezjalnym Punkcie Pomocy,1
Wojewódzkim Przedsiębiorstwie Komunikacji Miejskiej i Międzyzakładowy Komitet Strajkowy,1
Wysokim,1
